Purchase_ID,Vendor_Name,Category,Sub_Category,Spend_Amount_INR,Purchase_Date,Region,Payment_Terms,Delivery_Time_Days,Quality_Score,Vendor_Score
PO-11242,"Gamble, Terry and Andrews",Cloud,AWS,784593.12,2023-09-25,International,Net 30,26,8,75
PO-11243,Miller LLC,Maintenance,Repair,910716.15,2024-10-29,South,Net 30,17,7,93
PO-11244,Park-Kaufman,Cloud,Private Cloud,368366.25,2023-12-04,West,Net 30,59,6,74
PO-11245,Harrell Ltd,Consultancy,Digital Transformation,1320488.97,2024-08-07,North,On Delivery,9,6,65
PO-11246,Brown-Bowers,Consultancy,Digital Transformation,1599081.93,2023-08-21,International,Net 30,33,9,92
PO-11247,Haley PLC,Software,CRM Tools,1590403.45,2025-07-17,East,Net 45,43,9,60
PO-11248,"Johnson, Williams and Brewer",Maintenance,Repair,1453538.96,2023-02-23,South,Net 45,55,5,88
PO-11249,Frost-Gonzalez,Software,Cybersecurity,1382040.48,2023-06-27,East,On Delivery,48,7,72
PO-11250,Turner LLC,Software,SaaS Subscriptions,1561638.64,2024-08-25,East,Advance,16,5,85
PO-11251,"Shields, Rose and Diaz",Cloud,AWS,1898815.44,2023-08-21,South,Net 45,37,7,79
PO-11252,Thompson LLC,Cloud,Azure,387827.1,2023-05-22,North,Net 30,14,7,99
PO-11253,"Collins, Freeman and Thompson",Maintenance,Support Services,1173284.72,2025-01-04,North,Net 30,29,6,97
PO-11254,Salas-Phillips,Consultancy,Audit Services,1813925.71,2024-12-01,East,Net 45,34,8,75
PO-11255,Mann-Guerra,Maintenance,System Upgrades,793803.94,2023-08-15,East,On Delivery,39,9,94
PO-11256,Oconnor Ltd,Hardware,Storage Devices,1068266.08,2025-04-29,North,Net 45,58,9,71
PO-11257,Collins-Wu,Consultancy,IT Strategy,1311565.06,2023-10-10,South,Net 45,60,10,89
PO-11258,Sanchez-Fisher,Consultancy,IT Strategy,730699.48,2023-11-02,North,Advance,35,8,90
PO-11259,Wolfe-Jimenez,Consultancy,IT Strategy,1963742.69,2023-05-29,East,On Delivery,5,7,67
PO-11260,"Gilbert, Rodriguez and Soto",Hardware,Peripherals,980280.36,2024-12-18,West,Net 45,22,7,82
PO-11261,"Davis, Schneider and Ramos",Software,SaaS Subscriptions,700317.94,2023-12-28,South,On Delivery,49,8,61
PO-11262,Johnson-White,Consultancy,Process Automation,57284.78,2025-08-07,North,Net 45,60,9,82
PO-11263,"Villa, Davis and Gill",Software,Licensing,298811.71,2025-02-11,North,Net 30,31,8,99
PO-11264,Jones-Suarez,Cloud,Azure,1177560.69,2025-08-24,East,Net 45,52,5,65
PO-11265,Noble-Joyce,Hardware,Laptops,220113.8,2022-11-03,East,On Delivery,30,7,62
PO-11266,Le-Jackson,Hardware,Networking,66940.52,2024-03-01,North,Advance,28,5,72
PO-11267,Mathis-Martin,Consultancy,Audit Services,1154965.55,2024-01-06,East,Net 45,32,8,88
PO-11268,Smith-Morris,Hardware,Networking,987035.35,2024-09-08,West,Net 30,32,10,74
PO-11269,Wilson Group,Consultancy,Audit Services,1249003.18,2024-11-14,South,On Delivery,59,8,68
PO-11270,Lewis Inc,Consultancy,IT Strategy,729684.24,2023-03-23,East,Net 30,59,10,80
PO-11271,Wagner-Chambers,Hardware,Networking,1720694.69,2023-01-13,South,On Delivery,44,5,81
PO-11272,Sanchez Inc,Cloud,Google Cloud,816182.79,2025-05-02,North,Net 45,60,5,100
PO-11273,Acosta-Mclaughlin,Consultancy,IT Strategy,992862.12,2025-08-19,West,Net 45,4,6,80
PO-11274,Rodriguez Ltd,Software,Cybersecurity,977812.18,2023-01-17,International,Advance,34,5,93
PO-11275,"Williams, Daugherty and Brown",Software,CRM Tools,1782355.81,2024-06-01,International,Advance,39,5,76
PO-11276,Cross-Montes,Consultancy,Digital Transformation,1873646.14,2025-08-15,South,Advance,41,9,87
PO-11277,"Johnson, Anderson and Johnson",Cloud,Google Cloud,1084364.45,2023-08-19,East,Net 45,21,5,74
PO-11278,Sheppard Group,Consultancy,Audit Services,764229.72,2023-02-19,West,Net 30,30,9,70
PO-11279,Goodwin Ltd,Maintenance,Training,1703115.51,2025-05-19,South,On Delivery,49,10,93
PO-11280,Bowman-Mendoza,Cloud,Azure,1609273.04,2023-03-26,South,Net 30,26,8,85
PO-11281,Simmons-Howe,Consultancy,Audit Services,1666660.64,2025-05-04,North,On Delivery,42,8,63
PO-11282,"Matthews, Davenport and Cross",Software,Licensing,1284226.34,2024-01-30,West,Net 45,56,8,88
PO-11283,Barajas-Small,Maintenance,System Upgrades,64573.99,2023-06-24,International,On Delivery,43,7,71
PO-11284,Ford-Young,Cloud,Google Cloud,921423.58,2023-06-01,East,Advance,10,8,89
PO-11285,Parker Inc,Software,ERP Systems,1987685.61,2023-07-15,East,Net 30,37,8,73
PO-11286,Morris Group,Maintenance,Training,1438025.36,2023-07-07,International,On Delivery,51,10,68
PO-11287,"White, Gould and Mcneil",Consultancy,Audit Services,988770.53,2024-07-14,North,Advance,12,6,66
PO-11288,Lee Ltd,Consultancy,IT Strategy,863613.42,2024-04-15,East,Net 45,15,10,95
PO-11289,"Diaz, King and Gonzalez",Consultancy,Audit Services,1203799.69,2024-08-01,South,Net 30,21,7,60
PO-11290,Martin-Gaines,Hardware,Networking,929899.73,2024-05-15,International,On Delivery,35,6,60
PO-11291,Hernandez Group,Consultancy,IT Strategy,1610834.65,2024-02-07,West,Advance,12,6,74
PO-11292,Garcia Ltd,Cloud,Azure,1065276.16,2023-12-06,South,Net 30,47,6,93
PO-11293,Garcia-Good,Cloud,Private Cloud,1186249.83,2023-06-09,West,On Delivery,46,10,88
PO-11294,"Knapp, Roman and Miller",Software,ERP Systems,973437.54,2025-05-28,International,Net 45,47,8,99
PO-11295,"Young, Hardin and Anderson",Cloud,Private Cloud,229069.7,2023-03-01,North,Net 45,53,8,100
PO-11296,"Williams, Houston and Garrett",Cloud,AWS,281002.56,2022-12-10,International,Advance,25,6,64
PO-11297,West-Adams,Hardware,Peripherals,60456.03,2025-10-09,South,Net 30,5,10,93
PO-11298,Moore-Pearson,Consultancy,Digital Transformation,1893561.23,2023-11-10,East,Advance,49,8,68
PO-11299,"Flynn, Sandoval and Avery",Consultancy,Digital Transformation,1961819.9,2024-09-06,North,Advance,4,8,90
PO-11300,Ryan PLC,Maintenance,System Upgrades,1572401.51,2025-04-16,West,On Delivery,48,6,87
PO-11301,Wilson-Morgan,Consultancy,Process Automation,1441071.56,2024-07-16,West,On Delivery,48,5,94
PO-11302,Mccoy Inc,Maintenance,Training,1198900.85,2024-02-03,North,Net 30,51,10,100
PO-11303,Lee and Sons,Cloud,Private Cloud,1050250.95,2023-11-03,North,Net 45,5,7,92
PO-11304,"Chandler, Diaz and Cook",Software,Cybersecurity,581185.63,2022-11-21,East,Net 45,9,6,81
PO-11305,White-Thompson,Software,CRM Tools,900946.72,2022-12-14,South,Net 30,46,6,68
PO-11306,Davis Inc,Maintenance,Support Services,349744.84,2023-08-10,South,Net 45,42,9,64
PO-11307,Harris-Horne,Consultancy,IT Strategy,1011414.56,2023-08-24,South,Net 45,14,8,97
PO-11308,"Brewer, Carroll and Mckenzie",Hardware,Storage Devices,1720345.24,2024-02-18,South,Advance,51,7,80
PO-11309,Williams-Miller,Maintenance,Training,1094205.43,2024-11-05,West,On Delivery,48,10,100
PO-11310,"Harmon, Hicks and Gomez",Consultancy,Audit Services,499395.84,2024-07-12,East,On Delivery,59,10,81
PO-11311,Johnson-Wood,Consultancy,IT Strategy,859652.29,2023-06-13,South,Net 30,56,7,60
PO-11312,"Davis, Cummings and Franklin",Consultancy,Process Automation,357364.51,2025-01-10,South,On Delivery,22,10,83
PO-11313,"Armstrong, Hamilton and Fernandez",Hardware,Laptops,441016.51,2024-11-05,North,Net 30,46,9,83
PO-11314,Cooper-Jones,Cloud,Azure,875625.47,2022-12-31,East,Net 30,25,7,60
PO-11315,Stuart-Martin,Consultancy,Audit Services,1896622.57,2024-05-13,East,Advance,22,7,66
PO-11316,Reed Ltd,Consultancy,IT Strategy,275224.6,2023-02-26,East,On Delivery,20,10,62
PO-11317,Meadows Ltd,Maintenance,Support Services,1788482.58,2024-12-15,West,Net 45,22,9,73
PO-11318,"Cohen, Flores and Roberts",Cloud,AWS,1645969.36,2025-06-20,South,Net 45,41,6,95
PO-11319,Sexton-Ortega,Maintenance,System Upgrades,1108329.32,2022-11-06,International,Net 45,24,10,64
PO-11320,Mccarthy-Hill,Consultancy,Digital Transformation,1079093.44,2023-11-25,West,Net 30,24,7,61
PO-11321,Good LLC,Maintenance,System Upgrades,296727.11,2024-01-21,West,Net 45,24,6,94
PO-11322,Henry-Lawson,Consultancy,Process Automation,457339.25,2024-07-09,South,Advance,28,10,83
PO-11323,Copeland-Simmons,Hardware,Networking,116468.89,2023-03-17,West,Net 30,50,10,83
PO-11324,Jefferson-Kelley,Software,Licensing,1778425.83,2023-05-20,East,On Delivery,28,8,79
PO-11325,Reed LLC,Cloud,Private Cloud,910123.89,2023-01-12,North,On Delivery,25,7,98
PO-11326,Holder PLC,Consultancy,Audit Services,349614.9,2025-01-17,East,Net 30,16,5,74
PO-11327,"Collins, Johnson and King",Maintenance,Repair,169695.2,2023-07-26,International,Advance,25,7,98
PO-11328,"Murphy, Rose and Koch",Consultancy,Digital Transformation,676832.65,2022-12-29,International,Advance,53,9,64
PO-11329,Cook Inc,Consultancy,Digital Transformation,1795840.01,2023-06-29,International,On Delivery,25,7,73
PO-11330,Ruiz Group,Hardware,Storage Devices,986631.83,2023-02-05,East,Net 30,30,8,61
PO-11331,Chavez-Long,Consultancy,IT Strategy,272756.8,2022-10-31,West,On Delivery,44,10,88
PO-11332,Perez LLC,Hardware,Networking,1128193.37,2024-04-10,North,Net 30,19,6,69
PO-11333,Swanson PLC,Cloud,Private Cloud,1522905.06,2024-02-16,West,Advance,37,9,81
PO-11334,Lee and Sons,Maintenance,Training,1256843.87,2023-06-16,West,Advance,40,5,73
PO-11335,Mcintosh-Wilson,Maintenance,Training,1231218.13,2023-02-18,South,Net 30,29,6,86
PO-11336,"Rollins, Glass and Campbell",Software,CRM Tools,1980858.03,2024-05-13,South,Advance,19,9,94
PO-11337,Wilson-Cisneros,Software,CRM Tools,824256.53,2025-06-17,West,Net 30,49,6,69
PO-11338,Bishop-Davis,Consultancy,Audit Services,68737.65,2024-04-29,International,On Delivery,40,5,87
PO-11339,"Ware, Joyce and Adkins",Cloud,Azure,1485029.43,2024-01-27,East,On Delivery,15,9,79
PO-11340,Mcgee-Klein,Cloud,Google Cloud,847851.47,2025-08-11,South,Net 30,12,9,89
PO-11341,"Morris, Hurst and Williams",Cloud,AWS,1326955.17,2025-10-29,East,Net 30,40,7,94
PO-11342,Gray Inc,Consultancy,IT Strategy,1965333.49,2024-06-22,West,Advance,36,10,77
PO-11343,"Lawrence, Cabrera and Jones",Maintenance,Training,621849.8,2024-09-11,International,Advance,41,9,99
PO-11344,Mccarty-Reyes,Hardware,Laptops,309662.61,2024-12-19,North,Advance,16,7,63
PO-11345,Smith-Morgan,Maintenance,Support Services,536464.78,2025-09-24,West,Net 30,9,7,71
PO-11346,"Rowe, Pineda and Walker",Hardware,Storage Devices,901698.81,2024-05-09,North,On Delivery,25,8,96
PO-11347,"Robinson, Lee and Murray",Cloud,Azure,1523601.62,2024-07-17,North,Advance,40,10,61
PO-11348,Johnston Ltd,Cloud,Google Cloud,1281106.56,2025-06-14,North,Net 30,43,5,78
PO-11349,Stein Inc,Software,Cybersecurity,1737659.62,2023-08-23,West,Advance,26,10,83
PO-11350,"Fowler, Dixon and Anderson",Software,CRM Tools,1958002.02,2023-06-21,West,Net 30,57,8,83
PO-11351,"Calderon, Edwards and Wyatt",Cloud,Private Cloud,105234.94,2025-03-04,North,Advance,16,9,66
PO-11352,"Jones, Hernandez and Parrish",Cloud,Google Cloud,1509156.85,2025-07-13,International,Net 45,30,6,61
PO-11353,"Mccarthy, Long and Wilson",Maintenance,Repair,1977348.04,2024-04-24,South,Advance,46,7,68
PO-11354,"Ayala, Berry and Garza",Consultancy,Digital Transformation,1700458.86,2024-04-21,South,Advance,51,8,62
PO-11355,Garcia Group,Hardware,Networking,1926126.54,2023-08-16,East,Net 45,47,9,67
PO-11356,"Nunez, Owens and Smith",Software,Licensing,1245247.02,2025-06-14,South,On Delivery,18,8,61
PO-11357,Malone Group,Consultancy,Audit Services,1242433.62,2025-03-16,South,Advance,35,6,84
PO-11358,"Key, Cruz and Salazar",Consultancy,IT Strategy,1342481.48,2023-03-29,North,Advance,38,8,73
PO-11359,"Mcdonald, Flores and Joyce",Consultancy,Audit Services,339394.69,2023-08-17,International,Net 30,4,6,80
PO-11360,Smith LLC,Cloud,AWS,446481.17,2024-05-17,East,Advance,19,9,92
PO-11361,Copeland Inc,Consultancy,Digital Transformation,68164.67,2023-11-21,East,Net 30,34,10,70
PO-11362,Perkins Ltd,Maintenance,Support Services,1230576.04,2025-05-03,West,Net 45,5,5,77
PO-11363,Russell and Sons,Maintenance,Support Services,1693387.35,2024-10-02,International,On Delivery,22,8,73
PO-11364,Ward-Porter,Consultancy,IT Strategy,569474.16,2025-02-05,International,On Delivery,24,8,62
PO-11365,"Williams, Lopez and Powell",Consultancy,Digital Transformation,398865.57,2025-07-15,International,Net 45,49,6,83
PO-11366,Mason-Simmons,Hardware,Networking,1330546.65,2024-03-17,West,Net 45,51,5,78
PO-11367,Wallace and Sons,Software,Licensing,1762984.26,2024-12-13,West,Net 45,33,6,68
PO-11368,Wilson Inc,Cloud,Azure,1608930.97,2023-02-01,East,On Delivery,3,5,81
PO-11369,Savage-Crawford,Consultancy,IT Strategy,178132.73,2022-11-12,West,Net 30,20,9,89
PO-11370,Williams Group,Maintenance,Training,676798.25,2023-09-06,International,Net 30,32,5,81
PO-11371,"Miller, Moore and Garcia",Software,CRM Tools,770813.62,2025-09-10,South,Advance,15,7,95
PO-11372,Liu PLC,Consultancy,Audit Services,806385.13,2025-05-15,International,On Delivery,5,9,71
PO-11373,"Powers, Rivera and Neal",Cloud,Google Cloud,1350971.5,2024-10-10,International,Advance,46,9,78
PO-11374,King-Reilly,Hardware,Peripherals,1640580.39,2025-02-28,West,Advance,19,10,80
PO-11375,White Inc,Consultancy,IT Strategy,1226088.01,2024-02-21,East,Net 30,52,5,78
PO-11376,"Johnson, Davis and Guerrero",Hardware,Servers,418051.23,2024-03-24,International,Advance,25,6,74
PO-11377,"Ross, Scott and Holland",Consultancy,Digital Transformation,763661.53,2024-09-19,International,Net 30,20,9,84
PO-11378,"Dawson, Barnett and Edwards",Software,ERP Systems,978333.19,2024-03-13,East,On Delivery,30,10,83
PO-11379,Mcguire Ltd,Consultancy,Digital Transformation,1986721.44,2022-12-09,West,Net 30,26,5,97
PO-11380,Jackson-Harris,Software,SaaS Subscriptions,428686.34,2023-09-04,North,Net 45,19,9,72
PO-11381,"Tucker, Chung and Vaughn",Hardware,Servers,1938656.78,2023-01-31,West,Net 30,23,7,63
PO-11382,Rangel-Perkins,Software,Licensing,960468.96,2023-06-29,West,Advance,15,6,85
PO-11383,"Schneider, Davis and Rhodes",Hardware,Storage Devices,1155911.5,2023-07-22,East,Net 30,37,6,65
PO-11384,Miller Inc,Consultancy,Process Automation,1936442.68,2024-03-14,North,Net 45,36,6,96
PO-11385,Cruz-Hernandez,Hardware,Laptops,485579.23,2025-05-24,West,Net 30,5,6,90
PO-11386,"Miles, Johnson and Fitzpatrick",Hardware,Storage Devices,1082300.52,2023-04-18,East,Advance,4,5,67
PO-11387,Nelson Group,Hardware,Storage Devices,1165265.5,2025-04-26,South,Advance,25,5,78
PO-11388,Whitaker Group,Software,Licensing,1702734.56,2024-01-22,North,Net 45,40,8,74
PO-11389,"Adams, Chambers and Carey",Hardware,Servers,92728.38,2023-02-15,North,Net 30,40,9,75
PO-11390,Baker PLC,Consultancy,IT Strategy,1957198.71,2023-08-03,West,Advance,7,6,62
PO-11391,Martin-Jimenez,Software,SaaS Subscriptions,1734618.28,2024-10-15,International,Net 30,55,6,82
PO-11392,"Norton, Wright and Solis",Software,CRM Tools,1844917.91,2023-09-23,East,Net 45,12,10,67
PO-11393,Walter-Mclaughlin,Consultancy,Digital Transformation,125697.21,2023-11-15,South,On Delivery,27,7,94
PO-11394,Johnson and Sons,Hardware,Storage Devices,1138849.09,2025-10-30,International,Net 30,46,7,89
PO-11395,Griffin-Smith,Consultancy,IT Strategy,1189667.36,2024-05-27,North,Net 45,33,9,87
PO-11396,"Jackson, Cook and Allen",Software,Licensing,223426.74,2024-01-19,West,Advance,50,9,87
PO-11397,Nguyen-Young,Cloud,Azure,955869.38,2025-10-10,West,Net 45,16,8,93
PO-11398,Romero Group,Software,ERP Systems,1375152.38,2024-04-20,South,Net 30,19,5,72
PO-11399,Perez and Sons,Software,ERP Systems,788542.25,2023-04-06,International,Net 30,58,6,63
PO-11400,"Chase, Sosa and Tucker",Cloud,Private Cloud,449091.38,2024-06-11,International,Advance,38,10,77
PO-11401,Franklin-Hubbard,Software,Licensing,1779993.66,2023-02-25,East,Advance,29,8,65
PO-11402,Parker-Smith,Software,Cybersecurity,244900.24,2025-07-20,East,Advance,23,8,98
PO-11403,Jackson LLC,Hardware,Networking,1165364.09,2025-02-15,North,Advance,10,10,77
PO-11404,"Hardy, Snow and Snow",Software,Cybersecurity,401778.4,2024-12-03,South,Advance,3,6,94
PO-11405,Baker-Daniels,Maintenance,System Upgrades,133789.92,2023-12-01,South,Net 45,12,7,65
PO-11406,Kim and Sons,Software,CRM Tools,1686385.04,2023-08-18,East,Net 45,23,6,97
PO-11407,"Rivera, Bowen and Guerra",Maintenance,System Upgrades,1618320.48,2024-01-19,International,Advance,33,5,67
PO-11408,"Sandoval, Thompson and Tyler",Cloud,AWS,1472288.72,2023-12-15,East,Advance,58,8,69
PO-11409,"Pace, Sosa and Vaughn",Cloud,Private Cloud,1728546.14,2023-11-26,East,Net 45,29,5,81
PO-11410,Terry-Brock,Maintenance,Support Services,1462596.29,2024-05-10,West,Advance,38,5,90
PO-11411,Roth-Johnston,Software,Licensing,1778436.02,2022-12-16,East,Net 45,37,9,78
PO-11412,"Horton, Jones and Vazquez",Maintenance,Support Services,779924.76,2024-04-28,East,Net 45,39,5,93
PO-11413,Perez-Murray,Consultancy,Digital Transformation,527791.17,2024-12-19,West,On Delivery,11,6,67
PO-11414,Barrett-Wallace,Hardware,Storage Devices,875904.37,2023-05-22,North,Net 30,48,8,69
PO-11415,Ray-Tate,Consultancy,Process Automation,149040.99,2024-05-06,North,Net 45,52,5,93
PO-11416,Moon Inc,Hardware,Networking,1836715.94,2024-11-17,South,On Delivery,36,5,95
PO-11417,Fisher-Perkins,Hardware,Laptops,172572.81,2024-03-22,West,On Delivery,48,10,75
PO-11418,"Carlson, Martinez and Curtis",Consultancy,Audit Services,1123884.94,2024-05-02,East,On Delivery,31,5,92
PO-11419,Davis LLC,Maintenance,Support Services,1257011.67,2024-09-27,International,Advance,7,7,73
PO-11420,Reed Inc,Consultancy,Digital Transformation,50497.8,2023-07-01,International,On Delivery,10,9,65
PO-11421,Howard Inc,Consultancy,Audit Services,1883662.79,2023-03-12,East,Net 45,46,9,74
PO-11422,"Zimmerman, Jones and Ramos",Maintenance,Training,658602.12,2025-07-28,North,Advance,31,6,80
PO-11423,"Myers, Brown and Allen",Maintenance,Repair,1769074.2,2024-11-06,West,Advance,28,6,97
PO-11424,"Gross, Ritter and Russell",Hardware,Networking,1226119.32,2024-05-20,North,Net 30,38,9,66
PO-11425,Maynard-Roberts,Hardware,Networking,303617.45,2024-10-19,North,Net 45,20,10,79
PO-11426,Flores-Miller,Cloud,AWS,543424.1,2023-04-30,North,On Delivery,52,6,71
PO-11427,Lambert-Hoover,Hardware,Networking,902405.01,2025-06-05,International,On Delivery,9,10,79
PO-11428,"Wise, Andrews and Williams",Maintenance,Support Services,1722300.81,2023-03-31,East,Net 45,58,8,77
PO-11429,Hall LLC,Software,CRM Tools,1311658.29,2023-09-09,South,Net 45,57,8,72
PO-11430,Noble LLC,Consultancy,Audit Services,1994034.76,2025-05-29,International,Advance,15,10,86
PO-11431,Wood LLC,Hardware,Servers,1995833.67,2025-10-06,South,Advance,27,7,76
PO-11432,Thompson-Romero,Cloud,Private Cloud,1841808.28,2024-09-07,West,On Delivery,39,7,79
PO-11433,Gibson PLC,Software,Licensing,678508.89,2025-08-09,North,Net 30,33,6,94
PO-11434,Roberts LLC,Cloud,AWS,281827.31,2023-09-19,West,Net 45,42,5,98
PO-11435,Owens Inc,Software,CRM Tools,99482.82,2022-12-27,International,Net 45,22,10,83
PO-11436,"Lozano, Gill and Cunningham",Software,Licensing,705091.12,2023-06-11,East,Net 45,50,7,75
PO-11437,Sweeney LLC,Maintenance,Support Services,863328.93,2024-01-13,South,On Delivery,31,6,95
PO-11438,Wright LLC,Consultancy,Digital Transformation,746773.09,2023-02-19,South,Advance,53,10,79
PO-11439,Murphy Group,Software,Licensing,154911.9,2023-10-25,North,Net 30,55,8,75
PO-11440,"Marshall, Parsons and Burns",Maintenance,Support Services,650550.38,2023-07-14,North,On Delivery,54,6,75
PO-11441,Stafford and Sons,Hardware,Networking,668206.06,2025-08-23,North,Net 45,4,8,64
PO-11442,Montoya-Phillips,Software,SaaS Subscriptions,694008.04,2024-03-07,North,On Delivery,56,9,86
PO-11443,"Torres, Brown and Kelley",Hardware,Storage Devices,514657.96,2025-02-12,West,Net 45,20,9,96
PO-11444,Hernandez-Patrick,Maintenance,Support Services,198075.14,2025-08-07,West,On Delivery,47,8,72
PO-11445,"Frye, Taylor and Pope",Maintenance,System Upgrades,1726429.68,2024-08-19,North,On Delivery,29,5,92
PO-11446,"Cummings, Walker and Perez",Consultancy,IT Strategy,1569068.1,2025-05-26,International,Advance,33,7,88
PO-11447,"Hernandez, Weiss and Burns",Consultancy,Audit Services,118001.75,2023-03-15,South,Advance,30,8,63
PO-11448,Johnston LLC,Software,Licensing,584787.95,2023-01-25,East,Advance,7,8,70
PO-11449,Bennett-Miller,Hardware,Peripherals,576564.66,2024-12-24,West,On Delivery,30,10,90
PO-11450,Jackson-Smith,Cloud,AWS,533927.87,2024-03-14,North,Advance,30,6,62
PO-11451,Hanna-Garza,Maintenance,Support Services,1157861.44,2023-07-20,International,On Delivery,3,9,70
PO-11452,Herrera and Sons,Cloud,Private Cloud,1848900.58,2025-03-20,West,On Delivery,10,6,86
PO-11453,Ross PLC,Software,Cybersecurity,499543.64,2025-02-19,North,Advance,22,6,64
PO-11454,Daniels Ltd,Maintenance,System Upgrades,607218.65,2025-06-07,International,Net 30,8,9,79
PO-11455,"Mcbride, Torres and Kennedy",Software,ERP Systems,646935.77,2025-02-25,International,Net 45,41,7,95
PO-11456,Stewart-Bernard,Maintenance,Repair,1156838.12,2025-10-13,International,Net 45,25,10,64
PO-11457,"Cabrera, Brown and Reed",Maintenance,Repair,1238344.06,2025-01-07,East,Net 45,38,5,75
